-0.4806,-2.9331,-1.6998,-2.3786,-0.53681,-3.0163,-1.7697,-2.4816,-0.026583,0.015503,0.041932,-0.021954,0.76922,0.49029,1.1219,0.88108,1.4302,0.71149,1.6104,1.5814,1.3112,1.1134,1.6311,1.9998,0.35269,0.060254,-0.4423,0.29781,-0.34919,-0.12482,-0.29289,-0.23986,0.64833,1.1609,0.047798,1.2178,3.2433,1.8461,3.9581,2.7616,1.091,1.1628,1.1197,1.2664,2.4238,2.1605,3.1862,2.4694,-0.47863,-2.9259,-1.6987,-2.376,-0.52277,-2.9855,-1.7472,-2.4548,0.68811,0.34784,1.0505,0.91217,0.37289,0.45548,0.358,0.14387,0.31934,-0.074706,0.67455,0.56726,0.93426,-2.0803,-1.5286,-3.8334,-2.6674,-13.431,-5.9903,-12.731,-21.968,0.095515,0.15,0.42117,0.13356,1.2037,1.3906,1.6406,1.6023,0.54309,0.34439,0.86548,0.76189,1.3319,1.5299,1.6691,1.707,-0.22816,0.33896,-0.52075,0.055887,0.11634,0.18197,-0.26712,0.3784,-0.10416,0.072312,-0.46544,-0.092358,0.19967,-0.41826,0.80822,-0.071899,-0.5161,-0.28009,-0.010812,-0.25566,0.073648,-0.22843,0.65682,0.08736
-0.1145,-0.59516,-1.1543,-0.81358,-0.16711,-0.68502,-1.2301,-0.92083,0.027513,-0.0081202,0.068638,0.0026,0.057049,-0.13519,-0.057235,-0.058073,0.99601,0.30689,0.79804,1.0616,0.51061,0.37049,0.3098,0.8537,-0.42642,-0.15343,0.3711,-0.16519,-0.31747,-0.2208,-0.031025,-0.20198,0.50968,0.41635,0.40747,0.3485,0.17101,1.24,0.17078,0.94165,0.32044,1.0394,0.66887,1.0838,0.97058,1.0455,1.1015,1.656,-0.11609,-0.59943,-1.1545,-0.81518,-0.15384,-0.66943,-1.2123,-0.89634,0.20574,-0.079077,-0.010435,0.08092,0.011744,-0.2404,0.32544,0.20601,-0.050999,0.38895,0.033479,-0.20131,0.2581,-0.085956,0.093707,0.095039,0.054547,-11.237,-4.6291,-9.6826,-19.851,0.38157,0.085373,-0.015555,0.20748,-0.010959,0.063234,-0.018691,-0.031495,0.14114,-0.023102,-0.0732,0.037367,0.011155,0.063301,-0.061318,-0.057744,-0.22816,0.33896,-0.52075,0.055887,0.11634,0.18197,-0.26712,0.3784,-0.10416,0.072312,-0.46544,-0.092358,0.19967,-0.41826,0.80822,-0.071899,-0.5161,-0.28009,-0.010812,-0.25566,0.073648,-0.22843,0.65682,0.08736
-1.7676,-0.6253,-0.43508,-1.5527,-1.8163,-0.71244,-0.51275,-1.6567,-0.063072,0.10523,-0.036073,0.006356,-0.16576,-0.13617,-0.21263,-0.2391,0.67959,0.43358,0.63838,0.91396,0.32817,0.32134,0.25182,0.68692,-0.026101,0.049136,-0.12117,0.04734,-0.2366,0.10733,-0.14961,-0.088449,0.42572,0.59829,0.3651,0.39546,0.29844,0.21999,0.12737,0.50509,0.45569,1.1782,0.55416,0.97224,1.075,0.90963,0.52068,0.82466,-1.767,-0.62998,-0.43541,-1.5535,-1.8045,-0.69467,-0.49437,-1.6311,-0.040084,-0.031224,0.030518,-0.024768,-0.3899,0.34747,-0.31698,0.022758,-0.082426,-0.24572,-0.14081,0.65435,0.12379,-0.11863,0.048697,0.068601,0.12747,-11.019,-4.9334,-9.6813,-20.105,0.58159,0.12074,0.28169,0.25445,-0.20098,-0.14197,-0.20133,-0.18147,-0.13719,-0.070742,-0.092514,-0.1177,-0.19515,-0.14666,-0.20984,-0.17123,-0.22816,0.33896,-0.52075,0.055887,0.11634,0.18197,-0.26712,0.3784,-0.10416,0.072312,-0.46544,-0.092358,0.19967,-0.41826,0.80822,-0.071899,-0.5161,-0.28009,-0.010812,-0.25566,0.073648,-0.22843,0.65682,0.08736
0.93187,1.8431,1.0092,1.8681,0.87739,1.7504,0.92785,1.7551,0.12226,0.25218,-0.16537,0.15081,0.22393,0.40156,0.63481,0.28478,1.0386,1.0013,1.2623,1.5223,0.87107,0.8708,1.2899,1.2557,0.13928,0.018423,-0.47382,0.04311,-0.14448,-0.28039,-0.054506,-0.025549,0.2141,0.44131,-0.70248,0.26898,0.042522,0.16194,-0.23366,0.33484,0.47191,0.71472,0.31051,0.76011,0.41234,0.64974,1.5213,0.74575,0.93154,1.8409,1.0088,1.8658,0.89077,1.7605,0.94841,1.7794,0.69653,0.58751,0.87992,0.66347,-0.28269,-0.019965,-0.62416,-0.15707,-0.134,-0.10315,0.014941,0.2795,-0.55402,-0.41661,-0.72313,-1.4977,-0.56307,-11.187,-5.7789,-10.68,-20.894,0.36628,0.32546,0.1835,0.45089,0.26788,0.64306,0.82107,0.42029,0.67114,0.68767,0.84131,0.55686,0.32797,0.63257,0.83428,0.36226,-0.22816,0.33896,-0.52075,0.055887,0.11634,0.18197,-0.26712,0.3784,-0.10416,0.072312,-0.46544,-0.092358,0.19967,-0.41826,0.80822,-0.071899,-0.5161,-0.28009,-0.010812,-0.25566,0.073648,-0.22843,0.65682,0.08736
0.38915,0.55464,-1.1145,0.069936,0.33593,0.4629,-1.1918,-0.039588,0.014102,0.07585,0.061542,0.059371,-0.75085,-0.71803,-0.75125,-0.74692,0.16255,-0.10087,0.056458,0.46767,-0.1818,-0.2971,-0.26714,0.17438,-0.54689,-0.5611,0.12763,-0.51616,-0.87074,-0.46952,0.02336,-0.23564,0.50401,0.97015,0.47816,0.88622,0.36108,0.56562,0.083775,1.4075,0.82782,0.88592,0.52317,1.0548,0.68163,0.3846,0.22786,1.4523,0.38728,0.54712,-1.1168,0.067552,0.3481,0.47342,-1.1755,-0.015825,-0.56153,-0.57938,-0.57548,-0.47109,0.29738,-0.3974,0.43343,-0.21493,-0.82671,1.0408,0.74173,0.33261,0.4644,0.5979,0.55795,0.5863,0.58957,-10.305,-4.4552,-9.0138,-19.651,-0.0299,-0.21255,-0.12293,-0.11947,-0.67931,-0.72382,-0.70605,-0.72351,-0.63242,-0.65635,-0.66915,-0.61655,-0.68691,-0.74439,-0.71461,-0.72899,-0.22816,0.33896,-0.52075,0.055887,0.11634,0.18197,-0.26712,0.3784,-0.10416,0.072312,-0.46544,-0.092358,0.19967,-0.41826,0.80822,-0.071899,-0.5161,-0.28009,-0.010812,-0.25566,0.073648,-0.22843,0.65682,0.08736
-0.59215,-2.2964,-0.77086,-1.6699,-0.59019,-2.309,-0.78344,-1.6795,0.0081778,0.10395,0.033376,0.076839,1.1976,1.175,1.8663,1.3504,0.4968,0.37475,0.91335,0.47096,1.7121,1.9291,2.5006,2.1362,-0.42766,-0.33628,-0.53308,-0.053844,-0.60844,-0.67989,-0.24763,-0.16611,-0.029391,0.78527,0.035646,0.62448,1.7497,3.0512,1.8471,3.5515,0.84871,1.642,0.90595,1.4098,1.7004,1.8436,1.6652,2.4822,-0.58433,-2.2887,-0.76255,-1.6686,-0.58713,-2.2976,-0.77838,-1.677,0.90047,0.63182,1.4797,0.76529,0.55551,0.55421,0.8746,0.41081,0.32523,-0.12927,0.57507,0.58334,1.4832,-16.038,-14.294,-31.425,-14.063,-6.2593,-3.1133,-7.4512,-3.0555,0.074728,0.048909,0.054012,0.016856,2.2367,2.7193,2.6,2.8476,1.3888,1.0687,1.9634,1.1292,2.2924,3.203,2.9633,3.0096,0.38587,0.59811,-0.080467,0.33729,0.16817,0.63741,0.17959,0.69885,0.30189,0.53025,-0.063018,0.29204,-0.30845,-0.61581,0.19054,-0.32821,0.17627,-0.51747,-0.061905,-0.22295,-0.27835,-0.5798,0.12125,-0.26098
0.008671,-0.56405,-1.1644,-0.72822,0.0087449,-0.56247,-1.1627,-0.72735,-0.00089739,0.0093265,0.051615,-0.0064985,0.10717,0.15804,-0.054842,0.27667,0.08695,0.16555,-0.00738,0.25469,0.15143,0.1795,-0.084977,0.32706,-0.20258,0.4816,-0.29084,0.28384,-0.081321,0.1524,-0.24382,0.27479,-0.056499,0.28607,0.6073,-0.27802,0.33942,0.74781,0.24232,0.70379,-0.034311,0.97902,0.077928,0.68119,0.40706,0.53974,0.41831,0.8598,0.0078898,-0.56367,-1.1656,-0.72788,0.0085655,-0.56447,-1.163,-0.72736,0.18835,0.17132,-0.10013,0.2891,0.29531,0.057601,0.76609,0.2772,-0.090842,0.42807,0.049016,0.019062,0.6904,-0.19901,-0.52441,-0.056575,-0.71189,-0.14323,-0.53811,-0.19556,-0.66042,0.1735,0.159,0.38048,0.22728,0.1231,0.18269,-0.042798,0.22577,0.1784,0.12497,-0.016317,0.2481,0.12115,0.20781,-0.055215,0.20794,0.38587,0.59811,-0.080467,0.33729,0.16817,0.63741,0.17959,0.69885,0.30189,0.53025,-0.063018,0.29204,-0.30845,-0.61581,0.19054,-0.32821,0.17627,-0.51747,-0.061905,-0.22295,-0.27835,-0.5798,0.12125,-0.26098
-1.782,-0.63635,-0.51429,-1.5938,-1.7809,-0.63931,-0.51487,-1.5951,0.089326,0.020858,0.1126,0.069999,0.61728,0.59377,0.46233,0.47597,0.60819,0.59403,0.51087,0.46838,0.64406,0.6402,0.44991,0.5423,0.42066,0.28037,0.50204,0.55715,0.37675,0.76533,-0.011425,0.25997,-0.44863,-0.74028,-0.62605,-0.24218,0.44077,-0.37661,-0.18085,-0.28767,0.20009,0.1984,-0.14412,0.096011,0.04685,0.24887,0.021992,-0.35893,-1.7807,-0.63577,-0.51357,-1.5927,-1.7802,-0.64075,-0.51425,-1.5942,0.61747,0.64022,0.52762,0.42985,-0.62337,0.82542,-0.64118,-0.29579,0.64855,-0.55266,-0.46232,0.65789,-0.57343,-0.90671,-0.60676,-0.49254,-0.48122,-0.9686,-0.54185,-0.62081,-0.48066,0.46467,0.32206,0.55433,0.53544,0.74194,0.60689,0.54402,0.62839,0.60242,0.70672,0.50595,0.51836,0.69037,0.6037,0.50362,0.64339,0.38587,0.59811,-0.080467,0.33729,0.16817,0.63741,0.17959,0.69885,0.30189,0.53025,-0.063018,0.29204,-0.30845,-0.61581,0.19054,-0.32821,0.17627,-0.51747,-0.061905,-0.22295,-0.27835,-0.5798,0.12125,-0.26098
0.92417,1.8563,1.1247,1.9138,0.92493,1.8575,1.1234,1.9129,-0.10532,-0.070677,0.14462,-0.074778,0.32553,0.46908,0.53215,0.33802,0.35028,0.40883,0.38795,0.3321,0.32045,0.57095,0.67495,0.37223,-0.14308,0.66345,-0.51913,0.24834,-0.029828,0.2843,0.3503,0.096912,-0.0056686,-0.30907,-1.0987,-0.58589,0.2366,0.92353,0.17048,0.45939,-0.086852,0.92709,0.49823,0.26217,0.30693,0.46717,1.6959,0.63745,0.92351,1.8535,1.1258,1.9123,0.92475,1.8438,1.124,1.9094,0.56879,0.50292,0.59396,0.39523,-0.44716,-0.25491,-0.1773,-0.31489,-0.27603,0.021258,-0.4579,0.00093874,-0.26945,-0.33035,-0.69642,-0.85241,-0.41722,-0.32816,-0.60046,-0.56644,-0.39458,0.4928,0.40024,0.34109,0.2603,0.24802,0.68377,0.68402,0.48111,0.63304,0.54963,0.64536,0.38625,0.32197,0.66587,0.76741,0.45133,0.38587,0.59811,-0.080467,0.33729,0.16817,0.63741,0.17959,0.69885,0.30189,0.53025,-0.063018,0.29204,-0.30845,-0.61581,0.19054,-0.32821,0.17627,-0.51747,-0.061905,-0.22295,-0.27835,-0.5798,0.12125,-0.26098
0.39553,0.52574,-1.2861,-0.0087669,0.39536,0.52643,-1.2855,-0.0090715,-0.010069,0.055269,0.034221,0.020266,-0.73932,-0.71335,-0.77528,-0.74193,-0.70984,-0.6828,-0.76691,-0.71984,-0.74036,-0.73561,-0.75661,-0.75086,-0.3839,-0.61903,0.045438,-0.23719,-0.29853,0.18705,-0.29776,-0.16085,-0.21898,0.35218,-0.0051504,0.49149,-0.2604,0.11701,-0.039025,0.1766,0.13328,0.51662,-0.077959,0.64681,-0.033773,-0.1878,-0.087072,-0.28161,0.3937,0.51844,-1.2885,-0.010902,0.39456,0.51489,-1.2873,-0.011475,-0.70819,-0.67394,-0.73969,-0.69119,-0.04338,-0.049165,0.56535,-0.27295,-0.46729,0.9054,0.0009762,0.22868,0.44861,0.58221,0.5552,0.58792,0.57841,0.55771,0.52906,0.5921,0.55991,0.071204,0.031125,0.052864,0.27896,-0.70529,-0.72038,-0.74467,-0.72872,-0.68982,-0.69339,-0.75032,-0.70486,-0.7017,-0.74039,-0.7485,-0.72978,0.38587,0.59811,-0.080467,0.33729,0.16817,0.63741,0.17959,0.69885,0.30189,0.53025,-0.063018,0.29204,-0.30845,-0.61581,0.19054,-0.32821,0.17627,-0.51747,-0.061905,-0.22295,-0.27835,-0.5798,0.12125,-0.26098
